NAL,NS,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO
506,506,2013-2,7,22,22,0,15
506,506,2013-3,3,9,9,0,15
507,507,2010-1,6,21,18,3,16
507,507,2010-2,6,21,21,0,16
507,507,2010-C,2,7,7,0,18
507,507,2011-1,6,22,22,0,15
507,507,2011-2,6,22,22,0,16
507,507,2011-3,6,21,21,0,16
507,507,2012-1,6,20,20,0,16
507,507,2012-2,6,22,22,0,16
507,507,2013-1,6,22,22,0,16
507,507,2013-2,6,22,22,0,15
507,507,2013-3,7,22,22,0,16
508,508,2010-1,6,21,17,4,14
508,508,2010-2,6,22,15,7,14
508,508,2010-C,3,11,11,0,15
508,508,2011-1,6,21,21,0,15
508,508,2011-2,6,22,22,0,14
508,508,2011-3,6,22,7,15,10
508,508,2012-1,6,22,4,18,10
508,508,2012-2,6,22,4,18,6
508,508,2013-1,6,22,7,15,10
508,508,2013-2,6,21,14,7,13
508,508,2013-3,6,22,11,11,10
508,508,2014-1,6,22,3,19,9
508,508,2014-2,6,22,0,22,0
508,508,2015-1,6,21,21,0,14
508,508,2015-2,6,22,19,3,14
509,509,2010-1,6,21,21,0,15
509,509,2010-2,6,21,18,3,14
509,509,2011-1,6,22,11,11,13
509,509,2011-2,6,21,8,13,11
509,509,2011-3,6,22,4,18,6
509,509,2012-1,6,22,8,14,6
509,509,2013-3,6,21,17,4,14
509,509,2014-1,5,20,12,8,14
509,509,2014-2,5,18,3,15,10
509,509,2015-1,6,22,8,14,7
510,510,2010-1,6,21,21,0,15
510,510,2010-2,6,21,21,0,15
510,510,2011-1,6,22,18,4,14
510,510,2011-2,6,22,22,0,15
510,510,2011-3,6,22,18,4,14
510,510,2012-1,6,21,21,0,14
510,510,2012-2,4,14,14,0,16
510,510,2013-1,6,22,18,4,14
510,510,2013-2,6,22,22,0,15
510,510,2013-3,4,15,15,0,15
510,510,2014-1,7,22,22,0,15
510,510,2014-2,3,10,10,0,15
511,511,2010-1,6,21,21,0,15
511,511,2010-2,6,22,14,8,11
511,511,2010-C,3,11,11,0,14
511,511,2011-1,6,22,4,18,6
511,511,2011-2,6,22,11,11,9
511,511,2011-3,6,21,3,18,2
511,511,2012-1,6,21,0,21,0
511,511,2012-2,6,22,4,18,8
511,511,2013-1,6,22,12,10,10
512,512,2010-1,6,21,13,8,11
512,512,2010-2,6,21,15,6,14
513,513,2010-1,6,21,17,4,15
513,513,2010-2,6,21,14,7,14
513,513,2010-C,2,7,7,0,15
513,513,2011-1,6,22,10,12,9
513,513,2011-2,5,20,12,8,13
513,513,2011-3,6,22,16,6,15
513,513,2012-1,6,22,14,8,11
513,513,2012-2,6,22,8,14,12
513,513,2013-1,5,18,3,15,5
513,513,2013-2,6,21,0,21,6
513,513,2013-3,6,21,7,14,6
513,513,2014-1,6,22,0,22,7
514,514,2010-1,6,21,0,21,0
515,515,2010-1,6,21,0,21,0
516,516,2010-1,6,21,10,11,12
516,516,2011-1,6,21,7,14,10
516,516,2011-2,6,21,0,21,4
516,516,2011-3,6,21,0,21,0
516,516,2012-1,6,21,3,18,2
517,517,2010-1,6,21,21,0,14
517,517,2010-2,6,22,22,0,15
517,517,2010-C,3,12,12,0,15
517,517,2011-1,6,22,22,0,14
517,517,2011-2,6,22,15,7,14
517,517,2011-3,7,22,19,3,14
517,517,2012-1,6,20,20,0,14
517,517,2012-2,6,22,18,4,14
517,517,2013-1,6,22,18,4,13
517,517,2013-2,5,19,19,0,15
517,517,2013-3,6,21,21,0,16
517,517,2014-1,3,9,9,0,16
518,518,2010-1,3,11,11,0,14
518,518,2010-2,6,21,21,0,15
518,518,2011-1,6,22,22,0,15
518,518,2011-2,6,22,22,0,15
518,518,2011-3,6,22,22,0,14
518,518,2012-1,6,21,21,0,14
518,518,2012-2,6,22,10,12,11
518,518,2013-1,6,22,22,0,14
518,518,2013-2,5,20,20,0,15
518,518,2013-3,7,22,22,0,15
518,518,2014-1,4,13,13,0,15
519,519,2010-1,6,21,21,0,15
519,519,2010-2,6,22,22,0,15
519,519,2010-C,3,12,12,0,15
519,519,2011-1,6,22,22,0,14
519,519,2011-2,6,22,18,4,14
519,519,2011-3,7,22,19,3,14
519,519,2012-1,6,22,14,8,9
519,519,2012-2,6,22,18,4,14
519,519,2013-1,6,22,22,0,15
519,519,2013-2,3,11,11,0,14
519,519,2013-3,6,21,21,0,15
519,519,2014-1,5,16,16,0,16
520,520,2010-1,2,7,4,3,9
520,520,2010-2,6,21,17,4,15
520,520,2011-1,5,19,19,0,15
520,520,2011-2,6,22,11,11,9
520,520,2011-3,6,22,8,14,12
520,520,2012-1,6,22,14,8,13
520,520,2012-2,5,20,16,4,15
520,520,2013-1,6,22,18,4,13
520,520,2013-2,6,20,20,0,15
520,520,2013-3,6,22,22,0,15
520,520,2014-1,3,11,11,0,16
520,520,2014-2,4,13,13,0,15
521,521,2010-1,6,21,7,14,12
521,521,2010-2,6,21,4,17,5
521,521,2011-1,6,20,3,17,7
521,521,2011-2,6,21,0,21,0
522,522,2010-1,6,21,18,3,14
522,522,2010-2,6,21,13,8,9
522,522,2010-C,3,11,11,0,15
522,522,2011-1,6,22,22,0,14
522,522,2011-2,6,22,22,0,15
522,522,2011-3,6,22,22,0,15
522,522,2012-1,6,21,21,0,14
522,522,2012-2,6,22,14,8,14
522,522,2013-1,6,21,17,4,14
522,522,2013-2,4,16,8,8,14
522,522,2013-3,5,18,14,4,13
522,522,2014-1,6,21,14,7,14
522,522,2014-2,6,20,16,4,14
522,522,2015-1,1,4,4,0,17
523,523,2010-1,6,21,0,21,0
524,524,2010-1,6,21,18,3,14
525,525,2010-1,6,21,21,0,14
525,525,2010-2,6,21,21,0,15
525,525,2010-C,3,12,12,0,14
525,525,2011-1,6,22,22,0,15
525,525,2011-2,6,22,14,8,13
525,525,2011-3,6,22,19,3,14
525,525,2012-1,6,21,17,4,14
525,525,2012-2,6,20,20,0,14
525,525,2013-1,5,18,14,4,14
525,525,2013-2,5,19,19,0,14
525,525,2013-3,4,13,13,0,15
525,525,2014-1,5,18,18,0,15
525,525,2014-2,2,6,6,0,15
526,526,2010-1,6,21,17,4,15
526,526,2010-2,6,21,18,3,14
526,526,2010-C,2,7,7,0,16
526,526,2011-1,6,22,18,4,14
526,526,2011-2,6,22,22,0,15
526,526,2011-3,6,22,11,11,13
526,526,2012-1,6,21,21,0,14
526,526,2012-2,6,22,22,0,14
526,526,2013-1,6,21,10,11,13
526,526,2013-2,6,21,21,0,15
526,526,2013-3,4,15,15,0,15
526,526,2014-1,6,21,21,0,15
526,526,2014-2,4,13,9,4,14
526,526,2015-1,1,4,4,0,15
527,527,2010-1,3,11,11,0,14
527,527,2010-2,6,21,21,0,16
527,527,2011-1,6,22,22,0,16
527,527,2011-2,6,22,22,0,15
527,527,2011-3,6,22,22,0,16
527,527,2012-1,6,21,21,0,15
527,527,2012-2,6,22,22,0,15
527,527,2013-1,6,22,22,0,17
527,527,2013-2,6,22,22,0,15
527,527,2013-3,8,24,24,0,16
528,528,2010-1,6,21,14,7,14
528,528,2010-2,6,21,17,4,14
528,528,2011-1,6,22,18,4,14
528,528,2011-2,6,22,22,0,15
528,528,2011-3,6,22,22,0,15
528,528,2012-1,6,20,17,3,14
528,528,2012-2,6,21,21,0,14
528,528,2013-1,6,22,14,8,13
528,528,2013-2,6,22,22,0,14
528,528,2013-3,6,22,7,15,11
528,528,2014-2,6,21,0,21,3
529,529,2010-1,6,21,21,0,17
529,529,2010-2,6,22,22,0,17
529,529,2010-C,2,7,7,0,18
529,529,2011-1,6,22,22,0,16
529,529,2011-2,6,22,22,0,16
529,529,2011-3,6,21,21,0,15
529,529,2012-1,6,20,20,0,15
529,529,2012-2,6,22,22,0,17
529,529,2013-1,5,17,17,0,16
529,529,2013-2,4,15,15,0,15
529,529,2013-3,4,14,14,0,15
529,529,2014-1,4,13,13,0,15
530,530,2010-1,6,21,0,21,0
531,531,2010-1,6,21,10,11,12
532,532,2010-1,6,21,0,21,0
532,532,2011-2,6,21,0,21,1
532,532,2011-3,6,21,17,4,13
532,532,2012-1,6,21,18,3,13
532,532,2012-2,6,21,8,13,7
532,532,2013-1,6,21,14,7,12
532,532,2013-2,6,20,0,20,5
533,533,2010-1,6,21,0,21,0
533,533,2010-2,6,21,21,0,14
533,533,2011-1,6,21,11,10,13
533,533,2011-2,6,22,15,7,13
533,533,2011-3,6,21,11,10,8
533,533,2012-1,6,21,14,7,12
533,533,2012-2,6,20,17,3,13
533,533,2013-1,6,21,11,10,8
533,533,2013-2,6,21,14,7,13
533,533,2013-3,6,22,15,7,12
533,533,2014-1,6,22,22,0,15
533,533,2014-2,6,22,22,0,15
533,533,2015-1,7,22,22,0,15
533,533,2015-2,3,11,11,0,15
534,534,2010-1,6,21,21,0,15
534,534,2010-2,6,21,15,6,13
535,535,2010-1,6,21,21,0,15
535,535,2010-2,6,22,15,7,14
535,535,2010-C,3,11,11,0,16
535,535,2011-1,6,22,18,4,15
535,535,2011-2,6,22,18,4,14
535,535,2011-3,6,22,11,11,11
535,535,2012-1,6,21,17,4,14
535,535,2012-2,5,18,18,0,15
535,535,2013-1,6,22,11,11,14
535,535,2013-2,6,22,22,0,15
535,535,2013-3,6,21,14,7,14
535,535,2014-2,6,21,21,0,15
535,535,2015-1,6,19,7,12,10
535,535,2015-2,2,6,0,6,5
536,536,2010-1,6,21,13,8,11
536,536,2010-2,6,21,0,21,3
536,536,2010-C,3,11,11,0,14
536,536,2011-1,6,21,10,11,10
537,537,2010-1,6,21,0,21,2
537,537,2010-2,6,21,18,3,14
537,537,2011-1,6,21,0,21,12
537,537,2011-3,6,21,0,21,6
537,537,2012-2,6,21,17,4,14
537,537,2013-3,6,20,13,7,13
537,537,2014-1,6,19,12,7,13
537,537,2014-2,5,18,18,0,15
537,537,2015-1,5,19,15,4,14
537,537,2015-2,5,17,13,4,15
538,538,2010-1,6,21,21,0,17
538,538,2010-2,6,21,21,0,17
538,538,2011-1,6,22,18,4,15
538,538,2011-2,6,22,22,0,17
538,538,2011-3,6,22,22,0,16
538,538,2012-1,6,22,22,0,15
538,538,2012-2,6,22,22,0,16
538,538,2013-1,6,21,21,0,15
538,538,2013-2,5,18,18,0,16
538,538,2013-3,6,19,19,0,15
538,538,2014-1,3,10,10,0,17
539,539,2010-1,6,21,0,21,0
539,539,2011-1,3,11,11,0,14
539,539,2011-2,6,21,6,15,9
539,539,2011-3,6,21,6,15,13
539,539,2012-1,6,21,14,7,13
539,539,2012-2,6,21,21,0,15
539,539,2013-1,5,20,8,12,13
539,539,2013-2,6,22,22,0,14
539,539,2013-3,6,22,8,14,11
539,539,2014-1,5,19,15,4,14
539,539,2014-2,6,22,16,6,11
539,539,2015-1,6,20,7,13,8
539,539,2015-2,6,22,22,0,15
540,540,2010-1,6,21,6,15,4
540,540,2010-2,6,21,18,3,12
540,540,2010-C,2,7,3,4,6
540,540,2011-1,6,21,18,3,14
540,540,2011-2,6,22,12,10,11
540,540,2011-3,4,14,0,14,3
540,540,2012-1,6,21,4,17,6
540,540,2012-2,6,22,22,0,14
540,540,2013-1,6,22,11,11,10
540,540,2013-2,6,22,4,18,7
540,540,2013-3,6,22,4,18,5
540,540,2014-1,5,19,15,4,13
540,540,2014-2,4,14,4,10,8
540,540,2015-1,5,18,4,14,5
541,541,2010-1,6,21,6,15,13
541,541,2010-2,6,21,15,6,13
541,541,2011-1,6,21,3,18,12
541,541,2011-2,6,21,7,14,12
541,541,2011-3,6,22,18,4,14
541,541,2012-1,6,22,0,22,3
541,541,2012-2,6,22,0,22,6
541,541,2013-1,6,22,6,16,7
541,541,2013-2,4,16,0,16,8
541,541,2013-3,5,19,11,8,12
541,541,2014-1,6,22,15,7,12
541,541,2014-2,5,20,8,12,8
541,541,2015-1,6,20,11,9,14
541,541,2015-2,6,20,16,4,13
542,542,2010-1,6,21,14,7,13
542,542,2010-2,6,21,4,17,12
542,542,2010-C,3,11,7,4,14
542,542,2011-1,6,21,4,17,5
542,542,2011-3,6,21,6,15,13
542,542,2012-1,6,21,18,3,15
542,542,2012-2,6,22,22,0,14
542,542,2013-1,6,22,19,3,13
542,542,2013-2,6,22,18,4,15
542,542,2013-3,4,14,11,3,14
542,542,2014-1,6,22,22,0,15
542,542,2014-2,5,19,19,0,16
542,542,2015-1,6,22,22,0,16
542,542,2015-2,6,19,19,0,16
543,543,2010-1,6,21,21,0,15
543,543,2010-2,6,22,22,0,15
543,543,2010-C,3,12,12,0,16
543,543,2011-1,6,22,18,4,14
543,543,2011-2,6,22,22,0,14
543,543,2011-3,7,22,22,0,15
543,543,2012-1,5,18,11,7,10
543,543,2012-2,6,22,22,0,14
543,543,2013-1,6,22,16,6,14
543,543,2013-2,6,22,18,4,12
543,543,2013-3,4,14,14,0,15
543,543,2014-1,6,18,18,0,16
544,544,2010-1,6,21,21,0,14
544,544,2010-2,6,21,17,4,12
544,544,2010-C,3,11,11,0,15
544,544,2011-1,6,21,13,8,9
544,544,2011-2,4,15,0,15,1
544,544,2011-3,6,21,6,15,6
544,544,2012-1,6,21,4,17,5
544,544,2012-2,6,22,7,15,8
544,544,2013-1,6,22,0,22,7
544,544,2013-2,6,22,11,11,10
544,544,2013-3,5,19,0,19,6
544,544,2014-1,5,20,4,16,6
545,545,2010-1,6,21,21,0,15
545,545,2010-2,6,21,21,0,16
545,545,2011-1,6,22,22,0,16
545,545,2011-2,6,22,22,0,16
545,545,2011-3,6,22,22,0,15
545,545,2012-1,6,21,17,4,15
545,545,2012-2,6,20,20,0,16
545,545,2013-1,6,22,22,0,16
545,545,2013-2,5,19,19,0,15
545,545,2013-3,6,22,22,0,15
545,545,2014-1,3,8,8,0,15
546,546,2010-1,6,21,21,0,15
546,546,2010-2,6,21,21,0,16
546,546,2011-1,6,22,22,0,15
546,546,2011-2,6,22,22,0,15
546,546,2011-3,6,22,18,4,15
546,546,2012-1,6,22,22,0,16
546,546,2012-2,6,22,19,3,15
546,546,2013-1,6,22,18,4,15
546,546,2013-2,6,22,18,4,14
546,546,2013-3,7,22,22,0,14
546,546,2014-1,4,13,9,4,14
546,546,2014-2,1,4,4,0,14
547,547,2010-1,6,21,13,8,14
547,547,2010-2,6,21,18,3,14
547,547,2011-1,6,22,10,12,12
547,547,2011-2,6,22,15,7,14
547,547,2011-3,6,22,19,3,14
547,547,2012-1,6,22,18,4,14
547,547,2012-2,6,22,18,4,14
547,547,2013-1,6,21,17,4,14
547,547,2013-2,6,21,21,0,14
547,547,2013-3,4,15,15,0,14
547,547,2014-1,5,19,11,8,14
547,547,2014-2,6,19,16,3,15
547,547,2015-1,6,21,21,0,15
547,547,2015-2,3,10,10,0,16
548,548,2010-1,6,21,13,8,14
548,548,2010-C,3,11,7,4,13
548,548,2011-1,6,21,0,21,2
548,548,2011-3,6,21,0,21,0
549,549,2010-1,6,21,3,18,4
550,550,2010-1,6,21,0,21,0
551,551,2010-1,6,21,13,8,14
551,551,2010-2,6,21,17,4,14
551,551,2011-1,6,22,18,4,12
551,551,2011-2,6,22,10,12,9
551,551,2011-3,6,22,18,4,14
551,551,2012-1,6,22,7,15,7
551,551,2012-2,6,22,10,12,10
551,551,2013-1,5,20,12,8,12
551,551,2013-2,6,22,7,15,12
551,551,2013-3,6,22,4,18,4
551,551,2014-1,6,22,22,0,14
551,551,2014-2,5,20,20,0,15
551,551,2015-1,6,21,21,0,15
551,551,2015-2,4,13,10,3,12
552,552,2010-1,6,21,14,7,13
552,552,2010-2,6,21,17,4,12
552,552,2011-1,6,21,17,4,14
552,552,2011-2,6,21,21,0,16
552,552,2011-3,6,22,22,0,15
552,552,2012-1,6,22,18,4,12
552,552,2012-2,6,22,22,0,15
552,552,2013-1,6,22,22,0,14
552,552,2013-2,6,22,22,0,16
552,552,2013-3,6,21,21,0,15
552,552,2014-1,6,20,20,0,15
553,553,2010-1,6,21,17,4,14
553,553,2010-2,6,21,21,0,15
553,553,2011-1,6,22,22,0,15
553,553,2011-2,6,22,22,0,15
553,553,2011-3,5,19,19,0,15
553,553,2012-1,6,21,21,0,15
553,553,2012-2,5,17,17,0,15
553,553,2013-1,6,22,11,11,11
553,553,2013-2,6,22,11,11,10
553,553,2014-1,5,20,16,4,14
553,553,2014-2,5,17,14,3,13
553,553,2015-1,6,19,19,0,15
553,553,2015-2,2,6,6,0,14
554,554,2010-1,3,11,3,8,13
554,554,2010-2,6,21,17,4,11
554,554,2011-1,6,21,8,13,11
554,554,2011-2,6,22,22,0,14
554,554,2011-3,4,15,15,0,14
554,554,2012-2,6,22,14,8,13
554,554,2013-1,6,22,18,4,12
554,554,2013-2,6,22,15,7,13
554,554,2013-3,5,17,6,11,12
554,554,2014-1,4,15,11,4,13
554,554,2014-2,5,20,20,0,15
554,554,2015-1,6,22,18,4,13
554,554,2015-2,4,13,6,7,12
555,555,2010-1,6,21,7,14,12
555,555,2010-C,3,11,0,11,0
556,556,2010-1,6,21,21,0,15
556,556,2010-2,6,21,17,4,15
556,556,2010-C,3,12,12,0,15
556,556,2011-1,6,22,10,12,7
556,556,2011-2,6,22,10,12,8
556,556,2011-3,6,22,11,11,7
556,556,2012-1,6,21,18,3,12
556,556,2012-2,6,22,8,14,11
556,556,2013-1,6,22,18,4,14
556,556,2013-2,6,22,18,4,14
556,556,2013-3,5,19,19,0,15
556,556,2014-1,6,21,21,0,16
556,556,2014-2,5,18,14,4,14
557,557,2010-1,6,21,21,0,15
557,557,2010-2,6,21,17,4,15
557,557,2010-C,3,11,11,0,16
557,557,2011-1,6,21,21,0,15
557,557,2011-2,6,22,22,0,15
557,557,2011-3,6,22,22,0,14
557,557,2012-1,6,21,17,4,15
557,557,2012-2,6,22,22,0,14
557,557,2013-1,6,22,22,0,14
557,557,2013-2,5,19,19,0,15
557,557,2013-3,6,19,19,0,15
557,557,2014-1,2,6,3,3,8
558,558,2010-1,6,21,13,8,14
558,558,2010-2,7,22,17,5,14
558,558,2011-1,3,12,0,12,5
558,558,2011-2,2,8,4,4,13
558,558,2011-3,6,20,17,3,13
558,558,2012-1,6,20,5,15,6
558,558,2012-2,6,22,11,11,12
558,558,2013-1,6,22,18,4,15
558,558,2013-2,6,22,14,8,10
558,558,2013-3,8,22,15,7,11
558,558,2014-1,6,20,6,14,9
558,558,2014-2,6,21,14,7,12
558,558,2015-1,6,22,14,8,12
558,558,2015-2,7,21,18,3,15
559,559,2011-2,3,10,10,0,15
559,559,2011-3,7,22,22,0,16
559,559,2012-1,7,21,21,0,15
559,559,2012-2,6,22,18,4,14
559,559,2013-1,6,22,8,14,12
559,559,2013-2,6,20,13,7,11
559,559,2013-3,7,21,21,0,16
559,559,2014-1,6,22,18,4,13
559,559,2014-2,7,22,21,1,15
559,559,2015-1,7,22,19,3,12
559,559,2015-2,3,14,14,0,16
560,560,2010-1,6,21,17,4,14
560,560,2010-2,6,22,10,12,10
560,560,2010-C,3,11,7,4,12
560,560,2011-1,6,22,10,12,8
560,560,2011-2,6,21,14,7,11
560,560,2011-3,6,22,3,19,7
560,560,2012-1,6,22,4,18,6
560,560,2012-2,6,22,11,11,10
560,560,2013-1,6,21,6,15,7
560,560,2013-2,6,22,22,0,15
560,560,2013-3,6,22,11,11,11
560,560,2014-1,5,20,16,4,14
560,560,2014-2,5,20,20,0,14
560,560,2015-1,6,22,22,0,15
560,560,2015-2,6,22,22,0,14
561,561,2010-1,7,22,22,0,15
561,561,2010-2,7,21,0,21,1
561,561,2010-C,3,11,8,3,14
563,563,2010-1,7,22,13,9,13
563,563,2010-2,7,22,22,0,15
563,563,2010-C,3,11,8,3,12
563,563,2011-1,6,21,21,0,15
563,563,2011-2,6,22,22,0,16
563,563,2011-3,6,21,21,0,16
563,563,2012-1,7,22,22,0,15
563,563,2012-2,7,22,22,0,16
563,563,2013-1,7,22,19,3,14
563,563,2013-2,7,22,22,0,16
563,563,2013-3,6,24,24,0,15
564,564,2010-1,7,22,14,8,13
564,564,2010-2,6,19,15,4,12
565,565,2010-1,6,21,0,21,3
566,566,2010-1,6,21,21,0,16
566,566,2010-2,6,22,22,0,16
566,566,2010-C,3,12,12,0,15
566,566,2011-1,6,22,22,0,15
566,566,2011-2,6,22,22,0,15
566,566,2011-3,6,21,21,0,16
566,566,2012-1,6,22,22,0,15
566,566,2012-2,6,22,22,0,15
566,566,2013-1,6,22,22,0,15
566,566,2013-2,7,21,14,7,13
566,566,2013-3,5,16,9,7,11
567,567,2010-1,6,21,18,3,14
567,567,2010-2,7,22,22,0,16
567,567,2010-C,3,11,7,4,9
567,567,2011-1,6,22,11,11,13
567,567,2011-2,7,22,17,5,14
567,567,2012-1,7,21,10,11,10
567,567,2012-2,6,19,12,7,13
567,567,2013-1,6,22,11,11,10
567,567,2013-2,7,22,8,14,12
567,567,2013-3,6,21,3,18,10
567,567,2014-1,6,21,10,11,12
567,567,2014-2,7,22,19,3,14
567,567,2015-1,7,22,22,0,14
567,567,2015-2,6,22,7,15,12
568,568,2010-1,6,21,21,0,16
568,568,2010-2,6,21,21,0,15
568,568,2010-C,3,11,7,4,15
568,568,2011-1,6,22,18,4,13
568,568,2011-2,6,22,22,0,15
568,568,2011-3,6,22,19,3,14
568,568,2012-1,6,22,22,0,15
568,568,2012-2,6,22,19,3,14
568,568,2013-1,6,22,22,0,15
568,568,2013-2,6,21,21,0,16
568,568,2013-3,8,24,24,0,15
569,569,2010-1,6,21,21,0,17
569,569,2010-2,6,22,22,0,16
569,569,2010-C,3,11,11,0,18
569,569,2011-1,6,22,22,0,16
569,569,2011-2,6,22,22,0,16
569,569,2011-3,6,22,22,0,16
569,569,2012-1,6,22,22,0,16
569,569,2012-2,6,22,22,0,16
569,569,2013-1,6,22,22,0,16
569,569,2013-2,7,21,21,0,16
569,569,2013-3,3,9,9,0,15
570,570,2010-1,6,22,14,8,12
570,570,2010-2,6,22,15,7,14
570,570,2010-C,3,10,10,0,15
570,570,2011-1,6,22,18,4,15
570,570,2011-2,6,22,18,4,12
570,570,2011-3,6,22,22,0,16
570,570,2012-1,6,22,22,0,15
570,570,2012-2,6,22,22,0,16
570,570,2013-1,6,22,22,0,15
570,570,2013-2,6,22,22,0,15
570,570,2013-3,4,12,12,0,16
571,571,2010-1,6,21,21,0,15
571,571,2010-2,6,22,22,0,14
571,571,2010-C,3,12,12,0,15
571,571,2011-1,6,22,22,0,16
571,571,2011-2,6,22,22,0,17
571,571,2011-3,6,21,21,0,16
571,571,2012-1,6,22,18,4,16
571,571,2012-2,6,22,22,0,15
571,571,2013-1,6,22,22,0,15
571,571,2013-2,7,22,22,0,15
571,571,2013-3,4,12,12,0,16
572,572,2010-1,6,21,17,4,14
572,572,2010-2,6,22,22,0,15
572,572,2010-C,3,11,11,0,18
572,572,2011-1,6,22,22,0,15
572,572,2011-2,6,22,22,0,14
572,572,2011-3,6,22,18,4,14
572,572,2012-1,6,22,15,7,14
572,572,2012-2,6,21,21,0,15
572,572,2013-1,6,22,22,0,15
572,572,2013-2,6,21,17,4,15
572,572,2013-3,7,22,22,0,16
572,572,2014-1,2,7,7,0,15
573,573,2010-1,6,21,17,4,14
573,573,2010-2,6,21,21,0,14
573,573,2010-C,3,11,7,4,9
573,573,2011-1,6,22,10,12,13
573,573,2011-2,6,22,18,4,13
573,573,2011-3,6,22,14,8,13
573,573,2012-1,6,22,15,7,14
573,573,2012-2,6,22,22,0,14
573,573,2013-1,6,22,22,0,15
573,573,2013-2,6,22,22,0,15
573,573,2013-3,6,22,18,4,14
573,573,2014-1,7,22,19,3,15
573,573,2014-2,4,14,11,3,13
574,574,2010-1,6,21,21,0,15
574,574,2010-2,6,22,22,0,14
574,574,2010-C,3,11,7,4,9
574,574,2011-1,7,22,14,8,14
574,574,2011-2,6,22,18,4,14
574,574,2011-3,6,21,21,0,14
574,574,2012-1,7,22,14,8,12
574,574,2012-2,7,21,17,4,13
574,574,2013-1,6,21,18,3,14
574,574,2013-2,7,21,21,0,16
574,574,2013-3,6,22,18,4,14
574,574,2014-1,5,22,18,4,15
574,574,2014-2,2,7,7,0,14
575,575,2010-1,6,22,15,7,15
575,575,2010-2,6,21,21,0,16
575,575,2011-1,7,21,13,8,13
575,575,2011-2,6,22,22,0,15
575,575,2011-3,7,21,14,7,13
575,575,2012-1,6,20,20,0,15
575,575,2012-2,7,21,20,1,14
575,575,2013-1,7,22,22,0,15
575,575,2013-2,6,21,18,3,14
575,575,2013-3,5,21,10,11,11
575,575,2014-1,1,8,8,0,16
576,576,2010-1,6,21,17,4,14
576,576,2010-2,7,20,20,0,15
576,576,2010-C,3,11,11,0,17
576,576,2011-1,5,20,20,0,15
576,576,2011-2,6,21,21,0,14
576,576,2011-3,6,22,22,0,15
576,576,2012-1,8,22,22,0,16
576,576,2012-2,7,22,18,4,15
576,576,2013-1,7,22,22,0,15
576,576,2013-2,6,22,22,0,16
576,576,2013-3,5,21,21,0,15
577,577,2010-1,7,22,22,0,15
577,577,2010-2,7,22,22,0,14
577,577,2010-C,3,9,9,0,16
577,577,2011-1,7,22,22,0,14
577,577,2011-2,5,16,16,0,14
577,577,2011-3,5,21,17,4,12
577,577,2012-1,7,22,9,13,13
577,577,2012-2,6,19,19,0,15
577,577,2013-1,7,22,22,0,14
577,577,2013-2,7,22,19,3,14
577,577,2013-3,7,22,15,7,11
577,577,2014-1,7,23,12,11,11
577,577,2014-2,3,11,11,0,14
578,578,2010-1,6,21,13,8,13
578,578,2010-2,4,15,8,7,14
578,578,2010-C,2,7,3,4,12
578,578,2011-1,6,22,18,4,13
578,578,2011-2,6,22,8,14,10
578,578,2011-3,6,22,15,7,13
578,578,2012-1,6,22,3,19,11
578,578,2012-2,6,22,11,11,11
578,578,2013-1,6,22,10,12,12
578,578,2013-2,5,20,4,16,9
578,578,2013-3,6,22,14,8,13
578,578,2014-2,6,22,4,18,5
578,578,2015-1,6,22,3,19,9
579,579,2010-1,7,22,6,16,8
579,579,2010-2,6,20,6,14,9
579,579,2010-C,2,6,2,4,5
579,579,2011-1,6,19,10,9,12
579,579,2011-2,6,19,12,7,13
579,579,2011-3,5,15,12,3,15
579,579,2012-1,6,21,6,15,10
579,579,2012-2,4,15,11,4,10
579,579,2013-3,5,19,15,4,14
579,579,2014-1,5,19,11,8,11
579,579,2014-2,2,8,4,4,13
579,579,2015-1,5,15,0,15,6
579,579,2015-2,6,19,7,12,11
580,580,2010-1,6,21,21,0,15
580,580,2010-2,6,21,17,4,12
580,580,2010-C,3,11,0,11,0
580,580,2011-1,6,22,14,8,13
580,580,2011-2,6,22,0,22,1
580,580,2011-3,6,21,0,21,1
580,580,2012-1,6,21,6,15,6
580,580,2012-2,5,19,0,19,6
580,580,2013-1,6,22,3,19,8
580,580,2013-2,5,20,0,20,2
580,580,2014-1,5,20,0,20,1
581,581,2010-1,6,21,9,12,11
581,581,2010-2,6,21,6,15,6
582,582,2010-1,6,21,17,4,14
583,583,2010-1,6,21,18,3,14
584,584,2010-1,6,21,21,0,15
584,584,2010-2,6,21,21,0,14
584,584,2011-1,6,22,10,12,12
584,584,2011-2,6,21,21,0,15
584,584,2011-3,6,22,18,4,13
584,584,2012-1,6,22,15,7,13
584,584,2012-2,6,22,22,0,14
584,584,2013-1,6,22,14,8,13
584,584,2013-2,6,22,18,4,14
584,584,2013-3,4,14,10,4,15
584,584,2014-1,6,22,19,3,15
584,584,2014-2,6,20,20,0,15
584,584,2015-1,4,13,13,0,14
585,585,2010-1,6,21,13,8,12
585,585,2010-2,6,22,18,4,14
585,585,2010-C,3,11,11,0,15
585,585,2011-1,7,22,18,4,14
585,585,2011-2,6,22,19,3,12
585,585,2011-3,7,22,18,4,13
585,585,2012-1,6,22,11,11,10
585,585,2012-2,7,21,14,7,11
